"comp"	"gene_id"	"gene_name"	"gene_type"	"padj"	"log2FoldChange"	"baseMean"	"auc"
"1"	"KD<>bacterial_infection"	"ENSG00000175899.15"	"A2M"	"protein_coding"	9.28937123002129e-06	1.07212525718485	69.2787442380563	0.797385620915033
"2"	"KD<>bacterial_infection"	"ENSG00000164733.22"	"CTSB"	"protein_coding"	1.6981637769585e-09	-1.16494897628572	94.6645924936665	0.792483660130719
"3"	"KD<>bacterial_infection"	"ENSG00000160255.18"	"ITGB2"	"protein_coding"	2.14197989879578e-07	-1.12481493975496	160.144407169435	0.78921568627451
"4"	"KD<>bacterial_infection"	"ENSG00000090382.7"	"LYZ"	"protein_coding"	2.20026776644229e-06	-1.12689765848978	499.157629214254	0.787581699346405
"5"	"KD<>bacterial_infection"	"ENSG00000131016.17"	"AKAP12"	"protein_coding"	0.0052127517977546	0.888798166400405	80.4167673024455	0.787037037037037
"6"	"KD<>bacterial_infection"	"ENSG00000064393.16"	"HIPK2"	"protein_coding"	0.00206712442524403	0.352251276911819	464.679519145327	0.785947712418301
"7"	"KD<>bacterial_infection"	"ENSG00000109332.20"	"UBE2D3"	"protein_coding"	0.000396860167572395	-0.269768785794223	252.190386550713	0.780501089324619
"8"	"KD<>bacterial_infection"	"ENSG00000038427.16"	"VCAN"	"protein_coding"	4.93826292674268e-12	-2.20627709076532	262.16946515505	0.777777777777778
"9"	"KD<>bacterial_infection"	"ENSG00000101752.12"	"MIB1"	"protein_coding"	0.0101453696286273	0.292211459190736	65.9209206557617	0.775599128540305
"10"	"KD<>bacterial_infection"	"ENSG00000210154.1"	"MT-TD"	"Mt_tRNA"	0.00625597437748212	1.34565408432017	95.4749095295899	0.766339869281046
"11"	"KD<>bacterial_infection"	"ENSG00000169896.18"	"ITGAM"	"protein_coding"	1.86903279469953e-06	-1.0761612788296	56.6172609799633	0.764705882352941
"12"	"KD<>bacterial_infection"	"ENSG00000135655.16"	"USP15"	"protein_coding"	0.000924167384706579	-0.431746470132593	134.047111027296	0.762527233115468
"13"	"KD<>bacterial_infection"	"ENSG00000162817.7"	"C1orf115"	"protein_coding"	0.000431789926677946	0.770124494626571	242.05376371549	0.7619825708061
"14"	"KD<>bacterial_infection"	"ENSG00000188404.10"	"SELL"	"protein_coding"	2.7068245936997e-08	-1.05484610431864	141.917787174881	0.761437908496732
"15"	"KD<>bacterial_infection"	"ENSG00000143119.14"	"CD53"	"protein_coding"	8.90617132563932e-05	-0.858637997460828	63.8516971935918	0.760348583877996
"16"	"KD<>bacterial_infection"	"ENSG00000128849.11"	"CGNL1"	"protein_coding"	0.00189328640039614	0.77017619720589	165.237205118189	0.759803921568627
"17"	"KD<>bacterial_infection"	"ENSG00000270647.6"	"TAF15"	"protein_coding"	0.000628879618011399	0.361240439468393	287.196039933951	0.755446623093682
"18"	"KD<>bacterial_infection"	"ENSG00000170345.10"	"FOS"	"protein_coding"	2.73701598008319e-08	-1.85583153529038	99.4883086213961	0.752178649237473
"19"	"KD<>bacterial_infection"	"ENSG00000132688.11"	"NES"	"protein_coding"	0.0142120661724301	0.620567881048046	121.706081723505	0.750544662309368
"20"	"KD<>bacterial_infection"	"ENSG00000210174.1"	"MT-TR"	"Mt_tRNA"	0.00316862598192729	1.19744352565872	71.9278254317893	0.75
"21"	"KD<>bacterial_infection"	"ENSG00000163131.12"	"CTSS"	"protein_coding"	6.61681126605665e-10	-1.33661528023258	186.398566076059	0.748910675381264
"22"	"KD<>bacterial_infection"	"ENSG00000107738.20"	"VSIR"	"protein_coding"	3.71668962686429e-06	-1.14698796057493	62.6181927821758	0.746732026143791
"23"	"KD<>bacterial_infection"	"ENSG00000173517.11"	"PEAK1"	"protein_coding"	0.00365448070241868	0.409533426788814	82.0704353326564	0.741830065359477
"24"	"KD<>bacterial_infection"	"ENSG00000251322.9"	"SHANK3"	"protein_coding"	0.000628879618011399	0.989975761096297	80.7090418384254	0.741830065359477
"25"	"KD<>bacterial_infection"	"ENSG00000136167.15"	"LCP1"	"protein_coding"	0.00211629941133579	-0.35375405206525	1008.79498545341	0.741830065359477
"26"	"KD<>bacterial_infection"	"ENSG00000213442.5"	"RPL18AP3"	"processed_pseudogene"	0.0013871088943327	0.783762978341835	50.0953539420528	0.741285403050109
"27"	"KD<>bacterial_infection"	"ENSG00000125817.8"	"CENPB"	"protein_coding"	0.00242607193973654	0.475938525860339	127.639916000077	0.740740740740741
"28"	"KD<>bacterial_infection"	"ENSG00000209082.1"	"MT-TL1"	"Mt_tRNA"	0.0171672562380103	0.911105826786456	105.71999339936	0.740740740740741
"29"	"KD<>bacterial_infection"	"ENSG00000137710.17"	"RDX"	"protein_coding"	0.00976005231916941	0.464903773573394	114.222732361319	0.736928104575163
"30"	"KD<>bacterial_infection"	"ENSG00000105640.13"	"RPL18A"	"protein_coding"	0.0109616914560027	0.389215736849699	517.010286197278	0.735838779956427
"31"	"KD<>bacterial_infection"	"ENSG00000161791.14"	"FMNL3"	"protein_coding"	0.0107770012900802	0.498617214337953	51.4527080937652	0.735294117647059
"32"	"KD<>bacterial_infection"	"ENSG00000173848.19"	"NET1"	"protein_coding"	0.00757831089178827	0.596387635822867	315.625060463964	0.734749455337691
"33"	"KD<>bacterial_infection"	"ENSG00000100226.16"	"GTPBP1"	"protein_coding"	0.000219411922926981	-0.549410312137169	56.2142626289529	0.734204793028322
"34"	"KD<>bacterial_infection"	"ENSG00000157933.10"	"SKI"	"protein_coding"	0.00500113908726967	0.344442980506397	66.6560625103605	0.734204793028322
"35"	"KD<>bacterial_infection"	"ENSG00000165757.9"	"JCAD"	"protein_coding"	0.0101862635112351	0.662519538517859	306.125951271088	0.733660130718954
"36"	"KD<>bacterial_infection"	"ENSG00000136929.13"	"HEMGN"	"protein_coding"	0.000804788864150863	-0.975812040936026	152.560326087179	0.731481481481482
"37"	"KD<>bacterial_infection"	"ENSG00000115306.16"	"SPTBN1"	"protein_coding"	0.0156420227388958	0.449045180346745	913.37885379461	0.731481481481481
"38"	"KD<>bacterial_infection"	"ENSG00000104765.16"	"BNIP3L"	"protein_coding"	0.00090830135380892	-0.862219072584032	549.02546650211	0.730392156862745
"39"	"KD<>bacterial_infection"	"ENSG00000201185.1"	"RNA5SP202"	"rRNA_pseudogene"	0.0012902184477851	0.979453614123553	67.5453682907239	0.730392156862745
"40"	"KD<>bacterial_infection"	"ENSG00000118503.15"	"TNFAIP3"	"protein_coding"	1.26319501688301e-06	-1.38959676531478	74.630318934788	0.729847494553377
"41"	"KD<>bacterial_infection"	"ENSG00000167658.16"	"EEF2"	"protein_coding"	0.0205805170720308	0.320459650444813	1825.7850943482	0.729847494553377
"42"	"KD<>bacterial_infection"	"ENSG00000135821.19"	"GLUL"	"protein_coding"	0.0187680283111353	-0.358619281095426	265.484921473632	0.729847494553377
